FIPS,CPC,xgb_residual,county_state,xgb_median_residual
01001,197.83816837826657,-9.839111,"Autauga County, Alabama",47.49350874321807
01003,116.50200438487859,3.9328308,"Baldwin County, Alabama",13.711397646524071
01005,317.5113540452554,-190.20764,"Barbour County, Alabama",17.145837076712482
01007,223.21428571428572,-135.1379,"Bibb County, Alabama",-2.4678270887723666
01009,77.80082987551867,-109.677826,"Blount County, Alabama",-62.46299257989482
01011,345.2357466956007,-498.69675,"Bullock County, Alabama",-123.23652159811488
01013,1377.0325203252032,1013.08344,"Butler County, Alabama",1148.5519602166867
01015,113.75867409890004,-86.43734,"Calhoun County, Alabama",-32.8453528964652
01017,975.7548713372006,583.7263,"Chambers County, Alabama",733.234565722685
01019,103.71850030731407,-38.73214,"Cherokee County, Alabama",-14.012839792258186
01021,174.39358593980023,-141.42288,"Chilton County, Alabama",-30.0206669760151
01023,654.1546608519586,260.70123,"Choctaw County, Alabama",410.9219254800641
01025,309.3645484949833,-288.99646,"Clarke County, Alabama",-36.32197569842359
01027,203.38983050847457,92.26947,"Clay County, Alabama",101.32363030832208
01029,86.7418429305398,40.0374,"Cleburne County, Alabama",16.86512694761574
01031,315.93750602015064,6.437408400000002,"Coffee County, Alabama",114.6814372641601
01033,158.86928892297578,-15.952667000000002,"Colbert County, Alabama",24.952291015572673
01035,146.6156227091309,-262.885,"Conecuh County, Alabama",-104.64070859134978
01037,317.31217918805413,-53.803497,"Coosa County, Alabama",85.24832114811184
01039,154.1123668415076,-39.554596,"Covington County, Alabama",10.772865474838577
01041,383.3912037037037,202.70497,"Crenshaw County, Alabama",246.54206690593662
01043,82.69216941108795,15.7535095,"Cullman County, Alabama",2.698344937889811
01045,122.55903260070266,-113.418335,"Dale County, Alabama",-41.93567114556389
01047,378.49125554685463,-520.0388,"Dallas County, Alabama",-117.27979217248793
01049,268.9640680815297,-524.7556,"DeKalb County, Alabama",-174.40178590515038
01051,229.5846715595882,37.26062,"Elmore County, Alabama",86.9166258338789
01053,106.1282246652879,-375.07513,"Escambia County, Alabama",-180.9794726132713
01055,197.07124808538452,20.71312,"Etowah County, Alabama",62.38616409677704
01057,54.7678451895576,-242.55301,"Fayette County, Alabama",-140.41707692287537
01059,1049.0067914421452,760.8966,"Franklin County, Alabama",858.4456757751573
01061,76.00516835144789,-80.73615,"Geneva County, Alabama",-48.889985341930206
01063,983.8454998178064,198.66675,"Greene County, Alabama",544.750104962988
01065,570.4196658970528,-41.702576,"Hale County, Alabama",217.8525250026112
01067,226.6256028822128,-29.755615,"Henry County, Alabama",51.928973995191186
01069,126.04801283397948,-96.3865,"Houston County, Alabama",-31.67526352892548
01071,121.77207360445338,37.20717,"Jackson County, Alabama",32.983601856311466
01073,197.0271500075838,-157.57453999999996,"Jefferson County, Alabama",-26.779714942123316
01075,108.3501878069922,-39.67685,"Lamar County, Alabama",-12.169351042419127
01077,122.31158063363893,-31.400093,"Lauderdale County, Alabama",-1.0502761290957563
01079,87.99344600540098,-30.428482,"Lawrence County, Alabama",-17.74201251495367
01081,273.2690419114194,-127.22156,"Lee County, Alabama",26.517721009794453
01083,66.5460519475118,-94.9521,"Limestone County, Alabama",-60.727518543898256
01085,1283.3366753559253,382.07983,"Lowndes County, Alabama",786.2022327320474
01087,298.28081783176964,-421.68958,"Macon County, Alabama",-108.2104010300304
01089,75.03021671454958,-188.22916,"Madison County, Alabama",-103.12396616037937
01091,534.983740690234,-13.925476000000002,"Marengo County, Alabama",214.02311239920175
01093,339.34751201155797,193.76076,"Marion County, Alabama",220.04811605986373
01095,649.2628161774652,406.42062,"Marshall County, Alabama",481.33569814281736
01097,406.2771143448933,66.46039,"Mobile County, Alabama",189.86273222653145
01099,90.188446385342,-162.68133999999995,"Monroe County, Alabama",-82.77094132498314
01101,361.44098014289324,-272.13715,"Montgomery County, Alabama",-1.854104874468618
01103,92.36789292042086,-134.52301,"Morgan County, Alabama",-67.60205305744373
01105,218.8183807439825,-442.39862,"Perry County, Alabama",-158.29613957392397
01107,386.19721135520115,-124.53458,"Pickens County, Alabama",84.32529573168534
01109,317.9554862319275,30.928833,"Pike County, Alabama",127.93613967004852
01111,523.6523652365237,321.9053600000001,"Randolph County, Alabama",376.27284267234666
01113,173.06727124833424,-143.14283999999995,"Russell County, Alabama",-31.54380432174809
01115,101.47705491036193,-29.387535,"St. Clair County, Alabama",-10.461259990734254
01117,184.5095430375463,-32.043762,"Shelby County, Alabama",29.72687057285793
01119,977.0703648254669,388.36078,"Sumter County, Alabama",636.2095524668182
01121,97.71007666482939,-213.66391,"Talladega County, Alabama",-104.48293661350051
01123,881.5467812430551,663.9705,"Tallapoosa County, Alabama",726.2526206756122
01125,165.14209400175193,-153.72897,"Tuscaloosa County, Alabama",-40.79945794503926
01127,197.768046334228,29.653595000000006,"Walker County, Alabama",67.20480072119878
01129,366.3450970814507,89.980896,"Washington County, Alabama",181.65697659481015
01131,875.1293874094288,212.45679,"Wilcox County, Alabama",497.2870687587992
01133,139.47590870667793,23.461502,"Winston County, Alabama",34.96268540742374
02013,0.0,-467.81973,"Aleutians East Borough, Alaska",-280.4343595176542
02016,0.0,-62.597446,"Aleutians West Census Area, Alaska",-77.82321751765416
02020,67.91567480054059,-46.95774,"Anchorage Municipality, Alaska",-36.04552711738387
02050,5.489679402722881,78.83917,"Bethel Census Area, Alaska",-4.360069816292722
02060,0.0,117.05773,"Bristol Bay Borough, Alaska",12.004370482345841
02068,0.0,-8.522886,"Denali Borough, Alaska",-50.785937517654155
02070,0.0,4.572582700000001,"Dillingham Census Area, Alaska",-44.23820316765415
02090,85.88374372290873,6.2358627,"Fairbanks North Star Borough, Alaska",-0.4646913061997955
02100,0.0,-9.304436,"Haines Borough, Alaska",-51.17671251765415
02105,0.0,-95.94372,"Hoonah-Angoon Census Area, Alaska",-94.49635451765415
02110,90.30610656120574,-69.496796,"Juneau City and Borough, Alaska",-36.119839237051295
02122,41.00251140382348,32.49852,"Kenai Peninsula Borough, Alaska",-9.77397881574242
02130,114.95904583991953,32.669059999999995,"Ketchikan Gateway Borough, Alaska",27.308032974044536
02150,7.493443237167479,-21.571049,"Kodiak Island Borough, Alaska",-53.56329739907042
02158,0.0,-587.7792400000002,"Kusilvak Census Area, Alaska",-340.4141145176542
02164,0.0,39.630085,"Lake and Peninsula Borough, Alaska",-26.70945201765416
02170,19.514914970727627,-166.23608000000004,"Matanuska-Susitna Borough, Alaska",-119.88507703229037
02180,9.992006394884093,-184.8387,"Nome Census Area, Alaska",-133.9478413202121
02185,0.0,-2378.6846,"North Slope Borough, Alaska",-1235.8667945176542
02188,0.0,-27.809952000000006,"Northwest Arctic Borough, Alaska",-60.429470517654174
02195,124.18503570319777,105.84529,"Petersburg Borough, Alaska",68.50914290568366
02198,31.142946122703208,-17.5842,"Prince of Wales-Hyder Census Area, Alaska",-39.74512145630256
02220,11.564704521799468,-11.553999,"Sitka City and Borough, Alaska",-46.51914175675443
02230,0.0,-577.2984,"Skagway Municipality, Alaska",-335.1736945176542
02240,43.365134431916736,-38.31787,"Southeast Fairbanks Census Area, Alaska",-44.00086230169578
02261,0.0,-91.57115,"Valdez-Cordova Census Area, Alaska",-92.31006951765416
02275,0.0,-57.206375,"Wrangell City and Borough, Alaska",-75.12768201765417
02282,0.0,-200.2462,"Yakutat City and Borough, Alaska",-146.64759451765414
02290,18.772292096865026,-120.45314,"Yukon-Koyukuk Census Area, Alaska",-97.36491846922165
04001,1339.4970620178785,466.65002,"Apache County, Arizona",856.5675210630242
04003,36.2861875838132,-197.6134,"Cochise County, Arizona",-127.18810072574756
04005,587.3129208842595,241.96622,"Coconino County, Arizona",368.1335504962145
04007,40.824658093488466,-140.24596,"Gila County, Arizona",-96.23514547090991
04009,52.532044547173776,-104.38684,"Graham County, Arizona",-72.45189224406728
04011,21.090372245070125,-269.0228,"Greenlee County, Arizona",-170.4907083951191
04012,175.37207318229216,-816.8902,"La Paz County, Arizona",-367.2650833547692
04013,160.87696992670757,-128.16176000000002,"Maricopa County, Arizona",-30.14841498256144
04015,119.30326890956812,-128.435,"Mohave County, Arizona",-51.071885491131155
04017,1120.9199148897642,807.26666,"Navajo County, Arizona",917.5872674989666
04019,171.4027792080056,-125.45073,"Pima County, Arizona",-23.52999534191243
04021,151.63104008158555,13.268417,"Pinal County, Arizona",35.94370859487756
04023,154.80208982821267,-162.00961,"Santa Cruz County, Arizona",-50.10978003180889
04025,112.07234701047014,38.989403,"Yavapai County, Arizona",29.024855059319854
04027,154.6236234726203,-192.08905,"Yuma County, Arizona",-65.23873320960507
05001,11.255557431481794,-129.74323,"Arkansas County, Arkansas",-105.76833080191328
05003,89.79347500748278,-132.25687,"Ashley County, Arkansas",-67.75619201391277
05005,14.416492467382685,14.052376999999998,"Baxter County, Arkansas",-32.290059783962825
05007,52.82310130296983,-244.95863,"Benton County, Arkansas",-142.59225886616923
05009,10.672358591248665,-21.737347,"Boone County, Arkansas",-52.05698872202983
05011,137.65256492612644,-180.38202,"Bradley County, Arkansas",-67.87074748285197
05013,0.0,-100.336296,"Calhoun County, Arkansas",-96.69264251765415
05015,21.259256634659675,-165.21135,"Carroll County, Arkansas",-118.50054120032435
05017,95.80379383023568,-282.8701,"Chicot County, Arkansas",-140.03917303079737
05019,158.65101310004079,15.398972,"Clark County, Arkansas",40.51897260410517
05021,20.20610224287735,-25.916521,"Clay County, Arkansas",-49.379703896215496
05023,288.40376527137994,245.0456,"Cleburne County, Arkansas",220.21866268977482
05025,199.55101022698926,119.818245,"Cleveland County, Arkansas",113.1786076675794
05027,63.72944725326082,-348.6798,"Columbia County, Arkansas",-188.99967089102373
05029,67.01450385333398,-23.034142000000006,"Conway County, Arkansas",-24.53431359098717
05031,126.19981945135319,-32.411293,"Craighead County, Arkansas",0.388243279761376
05033,17.348515913320504,-11.5586815,"Crawford County, Arkansas",-43.62957731099391
05035,475.77675727111,121.120605,"Crittenden County, Arkansas",251.94266118963975
05037,209.8824658191413,49.22969000000001,"Cross County, Arkansas",83.05005796365543
05039,13.92369813422445,-211.5416,"Dallas County, Arkansas",-145.33344545054194
05041,156.35858234885336,-286.2376700000001,"Desha County, Arkansas",-111.44556377148857
05043,103.66652116979485,-73.41893,"Drew County, Arkansas",-31.382224361017798
05045,72.9131612262231,9.274563,"Faulkner County, Arkansas",-5.430632404542613
05047,11.229646266142616,-77.828804,"Franklin County, Arkansas",-79.82407338458285
05049,24.45187056809846,46.775017,"Fulton County, Arkansas",-10.911050733604934
05051,130.10065151178975,66.888,"Garland County, Arkansas",51.98830580997966
05053,87.97009016934243,-14.043892,"Grant County, Arkansas",-9.561395432982948
05055,52.950910093767234,-58.71171999999999,"Greene County, Arkansas",-49.40489947077055
05057,41.39643990616807,-270.18866,"Hempstead County, Arkansas",-160.9206045645701
05059,86.05085902495475,-78.99512,"Hot Spring County, Arkansas",-42.99662500517679
05061,104.93965969567499,-114.79725,"Howard County, Arkansas",-51.43481509807773
05063,66.35171718244068,9.938396,"Independence County, Arkansas",-8.379437926433821
05065,95.63746045758846,67.68651,"Izard County, Arkansas",35.155965282879016
05067,5.948486110284932,-220.85164,"Jackson County, Arkansas",-153.9760714625117
05069,531.4619608303726,138.68133999999998,"Jefferson County, Arkansas",288.56563046927107
05071,130.88026325630096,27.055046,"Johnson County, Arkansas",32.461634682235264
05073,134.6902125112242,-147.32852,"Lafayette County, Arkansas",-52.82517369030312
05075,444.2010466106852,428.66214,"Lawrence County, Arkansas",389.92557335942735
05077,111.29660545353367,-492.41702,"Lee County, Arkansas",-237.0662272191484
05079,7135.918702831951,6387.9556,"Lincoln County, Arkansas",6715.431131470061
05081,8.112932013629726,-145.25172,"Little River County, Arkansas",-115.09388851083929
05083,18.40180337673092,-4.545103,"Logan County, Arkansas",-39.596144329288705
05085,61.09398970905684,-59.7933,"Lonoke County, Arkansas",-45.87414966312574
05087,6.067592985862508,-61.044567,"Madison County, Arkansas",-74.0129815247229
05089,5.98014591556034,20.097271,"Marion County, Arkansas",-33.48578605987399
05091,96.34795375298219,-70.07032,"Miller County, Arkansas",-33.36720306942412
05093,147.91823274085212,-251.04341,"Mississippi County, Arkansas",-98.0686085754892
05095,72.46376811594203,-339.83926,"Monroe County, Arkansas",-180.2122404596832
05097,11.205737337516808,-44.081547,"Montgomery County, Arkansas",-62.96239934889576
05099,48.04227720393947,-198.14088,"Nevada County, Arkansas",-121.57379591568443
05101,38.43689942344651,9.556692,"Newton County, Arkansas",-22.52769880593091
05103,42.36211132762857,-199.34729,"Ouachita County, Arkansas",-125.01708385383985
05105,115.91962905718702,118.66994,"Perry County, Arkansas",70.78876458267828
05107,22.186477342060016,-483.48578,"Phillips County, Arkansas",-277.1741458466241
05109,28.1083106905275,-8.242778999999999,"Pike County, Arkansas",-36.59172867239041
05111,108.45082172353383,-1.7395859,"Poinsett County, Arkansas",6.8495979658516974
05113,34.91445957404359,43.03961,"Polk County, Arkansas",-7.54745973063237
05115,98.4375,-0.27065277,"Pope County, Arkansas",2.57740366908478
05117,24.77086945751796,-26.679298,"Prairie County, Arkansas",-47.478708788895176
05119,173.93297341346644,-33.82567,"Pulaski County, Arkansas",23.547631760818
05121,122.57633162469357,52.166206,"Randolph County, Arkansas",40.86524886643157
05123,1316.8756633515468,925.43115,"St. Francis County, Arkansas",1074.6473867298582
05125,66.7100419202609,-110.12527,"Saline County, Arkansas",-68.2321085575237
05127,9.690861517588914,-536.4776,"Scott County, Arkansas",-309.91786375885965
05129,75.39582809751194,107.73832,"Searcy County, Arkansas",45.04257953110181
05131,11.741407246796554,-232.60345,"Sebastian County, Arkansas",-156.95551589425585
05133,157.53544547523194,-963.68134,"Sevier County, Arkansas",-449.57896720829933
05135,213.06000230335138,217.41568,"Sharp County, Arkansas",168.73182120576047
05137,64.2209199646785,77.912994,"Stone County, Arkansas",24.54246246468509
05139,273.47543832745487,-59.930756,"Union County, Arkansas",60.26632121781221
05141,168.64422092392942,157.4769,"Van Buren County, Arkansas",116.55454051604949
05143,59.50346259511059,-57.154533,"Washington County, Arkansas",-45.35002972009886
05145,45.72764108882594,-51.419186,"White County, Arkansas",-49.370266973241186
05147,15.408320493066256,-147.65941,"Woodruff County, Arkansas",-112.65003927112105
05149,60.36684467146506,-144.52667,"Yell County, Arkansas",-88.60440718192162
06001,141.05269347047823,-80.335144,"Alameda County, California",-16.147245210676104
06003,181.65304268846504,121.500565,"Alpine County, California",105.0707838983173
06005,22.852499809562502,-234.89949,"Amador County, California",-152.5479896128729
06007,9.513266682810391,-69.57888,"Butte County, California",-76.55730117624896
06009,28.507521599929827,70.42957,"Calaveras County, California",2.9440512823107525
06011,13.871549452073797,-330.2807,"Colusa County, California",-204.72906979161732
06013,97.46004007946341,-129.32127,"Contra Costa County, California",-62.43663490618352
06015,14.374011786689666,-187.29863,"Del Norte County, California",-132.98680362430937
06017,33.56443847743316,-12.261528,"El Dorado County, California",-35.873039278937576
06019,119.87127916331457,-178.17618000000004,"Fresno County, California",-75.65847036425794
06021,32.08899347523799,-361.77893,"Glenn County, California",-211.36946278003518
06023,52.79637464894077,30.566816,"Humboldt County, California",-4.842899193183778
06025,432.27903446682836,222.40007000000003,"Imperial County, California",280.833532287499
06027,105.6318452215489,-3.4300308,"Inyo County, California",4.5948872648592305
06029,164.25726278039707,-151.7793,"Kern County, California",-40.26703855571669
06031,245.76192804196452,-370.5378,"Kings County, California",-108.89395592493295
06033,12.425833307446181,-63.91340600000001,"Lake County, California",-72.26828086393107
06035,0.0,-35.690975,"Lassen County, California",-64.36998201765417
06037,369.1349617110177,111.56326,"Los Angeles County, California",193.84309090959363
06039,44.39596123598356,-396.1321,"Madera County, California",-222.3925638996624
06041,115.14792079055402,-268.70456,"Marin County, California",-123.2843395506382
06043,85.85656230324538,99.90399,"Mariposa County, California",46.35578163396853
06045,14.839166267150652,-109.51511399999998,"Mendocino County, California",-93.86246838407881
06047,72.78947464196678,-334.19928,"Merced County, California",-177.22939719667076
06049,0.0,-10.627274,"Modoc County, California",-51.838131517654155
06051,231.57894736842104,19.33081,"Mono County, California",78.9488587382953
06053,75.2994761176692,-299.02496,"Monterey County, California",-158.3872364588196
06055,64.5545378253728,-140.23378,"Napa County, California",-84.36411560496776
06057,41.1250200609854,-24.968853,"Nevada County, California",-38.44641098716146
06059,132.51859403484278,-179.00548,"Orange County, California",-69.74946292849384
06061,44.258029398523206,87.193474,"Placer County, California",19.201257181607442
06063,21.272069772388853,31.013027,"Plumas County, California",-20.38194613145974
06065,229.23519988509676,167.82616000000004,"Riverside County, California",152.02465999663318
06067,79.30044290140982,-31.152405,"Sacramento County, California",-22.450475566949248
06069,99.12735427466403,-95.04412,"San Benito County, California",-44.4644028085832
06071,159.4674533052312,110.20924,"San Bernardino County, California",88.33232670670039
06073,169.35039080399264,-108.48753,"San Diego County, California",-16.074589543918904
06075,232.53576058099978,-934.171,"San Francisco County, California",-397.3236396554153
06077,89.01761751654134,-44.259636,"San Joaquin County, California",-24.145503759383487
06079,85.5603675926904,-136.4241,"San Luis Obispo County, California",-71.95636072130897
06081,208.17496052862407,-38.37166,"San Mateo County, California",38.39563031839681
06083,317.5619839337823,276.87683,"Santa Barbara County, California",250.71338702097592
06085,124.79549125967061,-145.26459,"Santa Clara County, California",-56.740569316079906
06087,57.24599369200197,-71.822334,"Santa Cruz County, California",-53.812664671653174
06089,18.88469229060209,5.3496914,"Shasta County, California",-34.40730267235312
06091,0.0,-78.92706,"Sierra County, California",-85.98802451765417
06093,11.435367303997804,16.465618,"Siskiyou County, California",-32.57400186565526
06095,91.80269138622064,3.1190262000000004,"Solano County, California",0.9363642754561604
06097,72.80844577971045,-71.408,"Sonoma County, California",-45.824271627798936
06099,101.67056191628093,16.663078,"Stanislaus County, California",12.660800012225245
06101,39.25335977770202,-115.92673,"Sutter County, California",-84.86117962880316
06103,3.129106952875649,-51.05377,"Tehama County, California",-70.48682604121635
06105,7.9776625448743514,57.357685,"Trinity County, California",-13.85682074521699
06107,306.0998881640661,-683.52344,"Tulare County, California",-235.21779586388217
06109,3.6671006069051506,-25.466726,"Tuolumne County, California",-57.42430721420159
06111,89.78021474393249,-411.55978,"Ventura County, California",-207.4142771456879
06113,83.02783927988095,84.92526,"Yolo County, California",37.45205512228631
06115,32.03444343357979,-111.3246,"Yuba County, California",-86.16957280086426
08001,503.05938249705,-2.3304138,"Adams County, Colorado",203.85846440260983
08003,233.77090451357668,-112.92407,"Alamosa County, Colorado",13.917397310873113
08005,560.7978931689227,277.49606,"Arapahoe County, Colorado",372.64095663854613
08007,58.118416273156555,-71.36236,"Archuleta County, Colorado",-53.146466381075875
08009,334.72803347280336,302.91293,"Baca County, Colorado",272.31446179048646
08011,17.001020061203672,-664.6632,"Bent County, Colorado",-370.3555844870523
08013,256.073700157631,26.122116,"Boulder County, Colorado",94.59188813290028
08014,301.7309830077815,59.826324,"Broomfield County, Colorado",134.27263355797552
08015,344.534877914815,100.1044,"Chaffee County, Colorado",175.81361901149228
08017,266.52452025586354,126.92239,"Cheyenne County, Colorado",150.21743518201652
